ID,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,city,median_income_range,Housevalue_Range,Housing_Age_range,Residents,block
14464,-122.13,37.44,42,2390,462,1146,468,6.3111,397400,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14464,Block 14464
14465,-122.13,37.44,38,2835,447,1148,446,5.9277,446600,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14465,Block 14465
14466,-122.13,37.43,32,4398,878,1799,792,4.7375,431900,Vacaville,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R14466,Block 14466
14467,-122.13,37.42,36,3982,1045,2251,995,3.5364,314100,Vacaville,2.566375 < income <= 3.5446 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R14467,Block 14467
14468,-122.13,37.41,36,4787,900,2039,890,5.4063,440900,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R14468,Block 14468
14469,-122.13,37.4,29,6027,1195,2687,1171,5.1335,461200,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R14469,Block 14469
14470,-122.13,37.39,27,3385,427,1248,409,12.0372,500001,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R14470,Block 14470
14471,-122.13,36.97,27,991,194,543,155,4.7188,350000,Vacaville,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R14471,Block 14471
14472,-122.14,39.65,33,419,77,190,67,3.6429,87500,Grover Beach,3.5446 < income <= 4.767 ,14999.0 < House_Value <= 119400.0 ,29.0 < Housing_Age < 37.0 ,R14472,Block 14472
14473,-122.14,38.16,4,3273,495,1497,454,5.3345,176100,Vacaville,4.767 < income <= 15.0001 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R14473,Block 14473
14474,-122.14,38.07,31,3401,616,1750,602,4.6761,143100,Vacaville,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R14474,Block 14474
14475,-122.14,38.05,27,3794,772,1756,724,3.2891,150600,Vacaville,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R14475,Block 14475
14476,-122.14,38.02,44,1625,432,825,385,2.0523,133900,Vacaville,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R14476,Block 14476
14477,-122.14,38.01,50,1760,341,741,316,4.5,178300,Vacaville,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R14477,Block 14477
14478,-122.14,37.88,34,6986,1096,2865,1124,6.2275,394400,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R14478,Block 14478
14479,-122.14,37.86,20,6201,1182,2415,1141,4.5744,314000,Vacaville,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R14479,Block 14479
14480,-122.14,37.85,27,9147,1276,3371,1269,7.3267,389900,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R14480,Block 14480
14481,-122.14,37.77,27,2229,365,1297,355,4.8304,279100,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R14481,Block 14481
14482,-122.14,37.76,34,1513,231,545,211,5.5701,252800,Vacaville,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14482,Block 14482
14483,-122.14,37.75,36,690,105,299,109,4.0313,195500,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14483,Block 14483
14484,-122.14,37.74,52,1071,201,440,192,4.0662,204200,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R14484,Block 14484
14485,-122.14,37.73,52,2024,320,823,334,5,264700,Vacaville,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R14485,Block 14485
14486,-122.14,37.73,43,2264,390,931,368,3.8125,235100,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R14486,Block 14486
14487,-122.14,37.73,38,1723,394,711,353,3.0673,218400,Vacaville,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R14487,Block 14487
14488,-122.14,37.72,45,1397,253,555,248,2.983,202700,Vacaville,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R14488,Block 14488
14489,-122.14,37.72,39,786,132,288,132,3.5156,218900,Vacaville,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R14489,Block 14489
14490,-122.14,37.71,27,3094,866,1364,789,2.6101,181700,Vacaville,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R14490,Block 14490
14491,-122.14,37.71,18,3905,1007,2197,1044,3.6932,166800,Vacaville,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R14491,Block 14491
14492,-122.14,37.7,36,1266,228,606,239,3.9702,194100,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14492,Block 14492
14493,-122.14,37.7,17,1463,292,695,330,4.5859,187200,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R14493,Block 14493
14494,-122.14,37.69,38,1571,317,874,301,4.4659,189100,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R14494,Block 14494
14495,-122.14,37.69,37,2141,535,1093,555,2.9958,178400,Vacaville,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R14495,Block 14495
14496,-122.14,37.68,35,2976,518,1424,538,4.267,210300,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14496,Block 14496
14497,-122.14,37.68,27,3337,613,1489,607,3.6364,219200,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R14497,Block 14497
14498,-122.14,37.67,37,3342,569,1635,557,4.7933,186900,Vacaville,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14498,Block 14498
14499,-122.14,37.67,37,3156,534,1495,543,4.8125,188300,Vacaville,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14499,Block 14499
14500,-122.14,37.67,36,1487,249,641,243,4.0682,196200,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14500,Block 14500
14501,-122.14,37.5,46,30,4,13,5,15.0001,500001,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14501,Block 14501
14502,-122.14,37.48,36,1210,236,981,239,4.0039,148900,Vacaville,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R14502,Block 14502
14503,-122.14,37.47,37,3373,815,2909,705,2.8868,156600,Vacaville,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R14503,Block 14503
14504,-122.14,37.47,36,2081,412,1931,373,3.7917,160600,Vacaville,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R14504,Block 14504
14505,-122.14,37.46,27,5580,2009,4165,1763,2.4375,189000,Vacaville,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R14505,Block 14505
14506,-122.14,37.45,52,3841,537,1391,540,7.8647,500001,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14506,Block 14506
14507,-122.14,37.45,48,2074,297,700,279,8.7051,500001,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14507,Block 14507
14508,-122.14,37.44,52,3117,468,1114,421,6.6756,500001,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14508,Block 14508
14509,-122.14,37.43,52,1944,308,696,293,8.2664,500001,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14509,Block 14509
14510,-122.14,37.43,52,1383,227,551,249,6.5829,500001,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14510,Block 14510
14511,-122.14,37.43,52,1327,190,467,189,12.5902,500001,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14511,Block 14511
14512,-122.14,37.42,46,206,44,134,51,4.15,265000,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R14512,Block 14512
14513,-122.14,37.38,26,2859,343,951,336,10.4277,500001,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R14513,Block 14513
14514,-122.14,37.36,23,11294,1377,3840,1367,12.1387,500001,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R14514,Block 14514
14515,-122.14,37.08,18,2420,439,1278,416,5.2101,334000,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R14515,Block 14515
14516,-122.15,38.29,17,1625,239,703,224,6.5891,328800,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R14516,Block 14516
14517,-122.15,38.06,10,3008,532,1381,522,5.3661,195800,Vacaville,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R14517,Block 14517
14518,-122.15,38.04,14,2804,587,1083,573,2.6466,168500,Vacaville,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R14518,Block 14518
14519,-122.15,37.76,39,1823,286,763,270,6.0749,196900,Vacaville,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R14519,Block 14519
14520,-122.15,37.74,52,2898,557,1338,550,3.851,183500,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R14520,Block 14520
14521,-122.15,37.74,52,1394,223,545,230,3.95,219000,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R14521,Block 14521
14522,-122.15,37.74,49,1494,316,611,288,2.2,187500,Vacaville,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R14522,Block 14522
14523,-122.15,37.74,49,1325,277,764,282,3.3125,118000,Vacaville,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R14523,Block 14523
14524,-122.15,37.74,43,1383,275,853,272,3.5083,122000,Vacaville,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R14524,Block 14524
14525,-122.15,37.74,41,856,178,571,191,3.1458,130600,Vacaville,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R14525,Block 14525
14526,-122.15,37.73,52,1028,129,317,143,4.9135,275000,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14526,Block 14526
14527,-122.15,37.73,45,3758,819,1573,736,2.8355,245400,Vacaville,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R14527,Block 14527
14528,-122.15,37.73,28,2215,587,830,573,2.1898,141700,Vacaville,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R14528,Block 14528
14529,-122.15,37.72,47,1190,251,540,266,3.375,198300,Vacaville,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R14529,Block 14529
14530,-122.15,37.72,31,1616,372,739,379,2.9097,210900,Vacaville,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14530,Block 14530
14531,-122.15,37.72,29,4169,1047,2024,962,2.8125,157400,Vacaville,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R14531,Block 14531
14532,-122.15,37.71,36,998,178,531,183,4.0208,191500,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14532,Block 14532
14533,-122.15,37.71,18,5778,1526,2441,1352,3.1682,202700,Vacaville,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R14533,Block 14533
14534,-122.15,37.7,36,1468,252,733,229,3.4583,192600,Vacaville,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14534,Block 14534
14535,-122.15,37.7,36,1464,244,672,261,3.5547,194700,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14535,Block 14535
14536,-122.15,37.69,39,1670,308,957,335,5.1312,183600,Vacaville,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R14536,Block 14536
14537,-122.15,37.69,38,1246,221,637,222,3.6625,184600,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R14537,Block 14537
14538,-122.15,37.69,36,1545,273,863,267,4.0109,192900,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14538,Block 14538
14539,-122.15,37.69,36,1501,287,703,276,3.8864,197300,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14539,Block 14539
14540,-122.15,37.68,35,2632,447,1349,486,4.3864,205200,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14540,Block 14540
14541,-122.15,37.68,30,2261,443,929,383,4.2841,213400,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14541,Block 14541
14542,-122.15,37.67,35,2472,398,1171,390,5.5797,198100,Vacaville,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14542,Block 14542
14543,-122.15,37.47,39,1295,239,566,242,5.6407,326400,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14543,Block 14543
14544,-122.15,37.46,52,1803,257,683,259,10.9508,500001,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14544,Block 14544
14545,-122.15,37.46,42,1995,412,794,374,5.6234,379600,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14545,Block 14545
14546,-122.15,37.46,39,906,109,353,112,10.3942,500001,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14546,Block 14546
14547,-122.15,37.46,30,4198,1244,2678,1147,3.6712,308600,Vacaville,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R14547,Block 14547
14548,-122.15,37.45,52,568,91,219,75,6.1575,500001,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14548,Block 14548
14549,-122.15,37.45,52,2117,353,734,328,6.767,500001,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14549,Block 14549
14550,-122.15,37.44,52,2063,320,774,309,7.2543,500001,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14550,Block 14550
14551,-122.15,37.44,52,1945,293,708,275,6.1655,500001,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14551,Block 14551
14552,-122.15,37.44,52,1400,217,522,227,4.9861,500001,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14552,Block 14552
14553,-122.15,37.43,47,2600,490,1149,465,5.0203,476300,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14553,Block 14553
14554,-122.15,37.43,20,11709,3618,7604,3589,1.9045,375000,Vacaville,0.4999 < income <= 2.566375 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R14554,Block 14554
14555,-122.15,37.42,44,3558,839,1779,832,3.9243,404800,Vacaville,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14555,Block 14555
14556,-122.15,37.41,29,473,103,359,87,7.0309,475000,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R14556,Block 14556
14557,-122.15,37.35,23,3814,485,1344,464,12.9792,500001,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R14557,Block 14557
14558,-122.16,39.78,32,1288,221,562,203,2.325,69600,Grover Beach,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,29.0 < Housing_Age < 37.0 ,R14558,Block 14558
14559,-122.16,39.74,20,707,126,337,125,3.0469,85000,Grover Beach,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R14559,Block 14559
14560,-122.16,38.07,14,6360,1236,2876,1127,4.5321,190300,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R14560,Block 14560
14561,-122.16,38.05,52,1888,457,830,408,3.1373,185100,Vacaville,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R14561,Block 14561
14562,-122.16,38.05,34,2434,428,926,423,4.6776,208300,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14562,Block 14562
14563,-122.16,38.02,40,1800,290,761,277,5.1265,196100,Vacaville,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R14563,Block 14563
14564,-122.16,37.89,32,1779,241,721,258,8.7589,434500,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R14564,Block 14564
14565,-122.16,37.86,36,3359,493,1298,483,8.1586,404300,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R14565,Block 14565
14566,-122.16,37.83,16,4596,705,1480,650,7.52,370200,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R14566,Block 14566
14567,-122.16,37.79,22,12842,2048,4985,1967,5.9849,371000,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R14567,Block 14567
14568,-122.16,37.77,48,977,194,446,180,4.7708,156300,Vacaville,4.767 < income <= 15.0001 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R14568,Block 14568
14569,-122.16,37.77,47,1256,217,570,218,4.375,161900,Vacaville,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R14569,Block 14569
14570,-122.16,37.77,45,2324,397,968,384,3.5739,176000,Vacaville,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R14570,Block 14570
14571,-122.16,37.77,39,1583,349,857,316,3.0958,145800,Vacaville,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R14571,Block 14571
14572,-122.16,37.76,46,1827,307,881,302,4.6696,164300,Vacaville,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R14572,Block 14572
14573,-122.16,37.76,36,2781,574,1438,519,2.4598,155500,Vacaville,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R14573,Block 14573
14574,-122.16,37.75,46,954,161,429,154,2.925,142900,Vacaville,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R14574,Block 14574
14575,-122.16,37.75,44,617,131,378,135,2.5568,111100,Vacaville,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R14575,Block 14575
14576,-122.16,37.75,40,1227,294,928,261,1.8235,95200,Vacaville,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R14576,Block 14576
14577,-122.16,37.75,38,2457,624,1516,482,1.5625,91700,Vacaville,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R14577,Block 14577
14578,-122.16,37.75,24,1790,454,1137,386,2.537,107900,Vacaville,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R14578,Block 14578
14579,-122.16,37.74,52,771,147,355,144,4.1458,143400,Vacaville,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R14579,Block 14579
14580,-122.16,37.74,47,824,223,533,166,2.625,98200,Vacaville,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R14580,Block 14580
14581,-122.16,37.74,46,1029,181,567,211,3.4844,129500,Vacaville,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R14581,Block 14581
14582,-122.16,37.74,44,1097,239,609,215,2.0227,103100,Vacaville,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R14582,Block 14582
14583,-122.16,37.74,43,1534,300,826,295,4.0417,109400,Vacaville,3.5446 < income <= 4.767 ,14999.0 < House_Value <= 119400.0 ,37.0 < Housing_Age < 52.0 ,R14583,Block 14583
14584,-122.16,37.73,52,2260,416,994,412,4.1164,198200,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,37.0 < Housing_Age < 52.0 ,R14584,Block 14584
14585,-122.16,37.73,52,1114,206,425,207,2.5625,175000,Vacaville,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R14585,Block 14585
14586,-122.16,37.73,49,1699,408,768,385,2.8301,171600,Vacaville,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,37.0 < Housing_Age < 52.0 ,R14586,Block 14586
14587,-122.16,37.72,10,2229,601,877,485,3.3431,137500,Vacaville,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R14587,Block 14587
14588,-122.16,37.71,37,1507,242,632,253,4.5553,191000,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14588,Block 14588
14589,-122.16,37.7,36,2239,391,1203,379,5.0043,190400,Vacaville,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14589,Block 14589
14590,-122.16,37.7,36,1719,303,836,311,4.4375,193500,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14590,Block 14590
14591,-122.16,37.7,36,1097,208,568,225,2.9917,194600,Vacaville,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14591,Block 14591
14592,-122.16,37.69,36,1480,278,796,283,4.3971,205700,Vacaville,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,29.0 < Housing_Age < 37.0 ,R14592,Block 14592
14593,-122.16,37.47,44,2581,437,1006,414,5.397,341700,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14593,Block 14593
14594,-122.16,37.47,33,3687,852,3091,852,2.6506,162600,Vacaville,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R14594,Block 14594
14595,-122.16,37.46,45,2068,348,844,366,6.227,417800,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14595,Block 14595
14596,-122.16,37.46,32,2663,661,1403,733,4.2667,410200,Vacaville,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,29.0 < Housing_Age < 37.0 ,R14596,Block 14596
14597,-122.16,37.45,50,196,41,76,42,7.6129,412500,Vacaville,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14597,Block 14597
14598,-122.16,37.45,47,4234,1156,1808,1093,4.2297,425000,Vacaville,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,37.0 < Housing_Age < 52.0 ,R14598,Block 14598
